"","look","sum","output"
"32451","politician",26,"might"
"32452","politics",29,"university"
"32453","polled",24,"factset"
"32454","pollen",26,"allergies"
"32455","polling",22,"data"
"32456","polls",26,"republican"
"32457","pollster",22,"tom"
"32458","polluted",24,"water"
"32459","pollution",30,"prevention"
"32460","pombo",22,"rtracy"
"32461","poof",19,"gone"
"32462","pool",21,"voters"
"32463","pools",19,"two"
"32464","poor",26,"performance"
"32465","poorly",25,"received"
"32466","pop",20,"warner"
"32467","popcorn",23,"drink"
"32468","popular",29,"imagination"
"32469","popularity",26,"among"
"32470","population",29,"portland"
"32471","populations",26,"said"
"32472","por",16,"la"
"32473","pork",19,"buns"
"32474","porridge",23,"lady"
"32475","port",21,"cities"
"32476","portable",26,"devices"
"32477","portion",23,"event"
"32478","portions",27,"fivehour"
"32479","portland",30,"restaurants"
"32480","portman",22,"said"
"32481","posed",24,"question"
"32482","position",27,"business"
"32483","positions",29,"something"
"32484","positive",28,"chlamydia"
"32485","possessing",25,"drug"
"32486","possession",25,"drug"
"32487","possibility",30,"bringing"
"32488","possible",28,"agreement"
"32489","possibly",24,"later"
"32490","post",23,"grateful"
"32491","posted",29,"firstquarter"
"32492","postgame",27,"comments"
"32493","posting",22,"pics"
"32494","postpartum",31,"hemorrhage"
"32495","postpone",31,"announcement"
"32496","postseason",26,"first"
"32497","pot",21,"growers"
"32498","potato",22,"puree"
"32499","potenga",20,"th"
"32500","potential",30,"candidates"
"32501","potentially",29,"harmful"
"32502","potter",22,"craft"
"32503","pou",22,"dpassaic"
"32504","pound",25,"defensive"
"32505","poundfeet",26,"torque"
"32506","pounds",21,"corn"
"32507","pour",23,"dressing"
"32508","pouring",26,"concrete"
"32509","poverty",21,"law"
"32510","power",26,"generation"
"32511","powerful",25,"engine"
"32512","powerpoint",33,"presentation"
"32513","ppcc",20,"crews"
"32514","ppl",17,"can"
"32515","practice",29,"everything"
"32516","practices",29,"according"
"32517","prairie",25,"village"
"32518","praise",24,"someone"
"32519","pratt",23,"library"
"32520","prayer",23,"vigils"
"32521","praying",24,"family"
"32522","pre",22,"postgame"
"32523","prebowl",25,"records"
"32524","precautions",30,"choosing"
"32525","precinct",26,"workers"
"32526","precincts",29,"reporting"
"32527","predator",26,"control"
"32528","predawn",23,"hours"
"32529","predecessor",26,"arch"
"32530","predict",24,"future"
"32531","predictions",26,"said"
"32532","preferably",24,"one"
"32533","preferences",29,"example"
"32534","preferred",24,"time"
"32535","prefers",22,"play"
"32536","prefrontal",27,"cortex"
"32537","preliminarily",32,"assigned"
"32538","preliminary",32,"injunction"
"32539","prematch",25,"drills"
"32540","premature",27,"believe"
"32541","premium",24,"brands"
"32542","premiums",30,"deductibles"
"32543","prepackaged",36,"reorganization"
"32544","prepared",24,"point"
"32545","preparing",24,"well"
"32546","prescription",29,"doctor"
"32547","present",26,"findings"
"32548","presented",33,"congressional"
"32549","preserve",24,"small"
"32550","preserving",26,"green"
"32551","president",30,"technology"
"32552","presidential",29,"search"
"32553","press",28,"photographer"
"32554","pressure",24,"going"
"32555","presumed",24,"exist"
"32556","pretax",21,"live"
"32557","pretilini",24,"died"
"32558","pretty",28,"comfortable"
"32559","prevalence",28,"obesity"
"32560","prevent",28,"recurrence"
"32561","preventable",28,"deaths"
"32562","prevention",28,"percent"
"32563","preview",22,"next"
"32564","previous",31,"relationship"
"32565","previously",26,"filed"
"32566","price",21,"comes"
"32567","prices",27,"appetizers"
"32568","pride",25,"prejudice"
"32569","pried",20,"open"
"32570","priests",22,"nuns"
"32571","primaries",26,"across"
"32572","primary",28,"candidates"
"32573","prime",25,"ministers"
"32574","princeton",26,"alumni"
"32575","principal",32,"investigator"
"32576","principia",27,"college"
"32577","principles",25,"free"
"32578","printed",23,"books"
"32579","printing",24,"money"
"32580","prior",24,"guidance"
"32581","priority",24,"right"
"32582","prison",26,"sentenced"
"32583","prisons",23,"state"
"32584","privacy",27,"watchdogs"
"32585","private",30,"universities"
"32586","privately",28,"financed"
"32587","privatesector",29,"union"
"32588","prixfixe",23,"menu"
"32589","prize",23,"million"
"32590","prizes",22,"given"
"32591","pro",24,"basketball"
"32592","probably",28,"important"
"32593","probation",28,"officers"
"32594","probe",20,"said"
"32595","problem",32,"transportation"
"32596","problems",26,"earlier"
"32597","procedural",25,"vote"
"32598","proceeds",26,"donated"
"32599","process",27,"reviewing"
"32600","produce",29,"electricity"
"32601","produced",24,"goods"
"32602","producer",30,"responsible"
"32603","producers",29,"including"
"32604","product",25,"contact"
"32605","production",31,"facilities"
"32606","productions",30,"godspell"
"32607","productive",25,"week"
"32608","products",28,"including"
"32609","profession",24,"now"
"32610","professional",33,"detachment"
"32611","professionals",28,"will"
"32612","professor",30,"washington"
"32613","profit",25,"colleges"
"32614","profitability",30,"levels"
"32615","profits",25,"million"
"32616","profound",25,"impact"
"32617","program",28,"understand"
"32618","programming",28,"people"
"32619","programs",29,"activities"
"32620","progress",25,"season"
"32621","progressive",28,"social"
"32622","prohibit",26,"members"
"32623","prohibits",26,"anyone"
"32624","project",28,"management"
"32625","projected",24,"grow"
"32626","projects",31,"construction"
"32627","prom",20,"looks"
"32628","promise",23,"spend"
"32629","promised",23,"keep"
"32630","promises",23,"jobs"
"32631","promising",23,"new"
"32632","promotional",28,"effort"
"32633","prompted",24,"start"
"32634","prop",19,"open"
"32635","property",26,"looking"
"32636","prophets",27,"apostles"
"32637","proposal",27,"includes"
"32638","proposals",26,"passed"
"32639","proposed",28,"amendment"
"32640","prosecution",31,"witnesses"
"32641","prosecutor",27,"thomas"
"32642","prosecutors",30,"prepared"
"32643","prospective",28,"buyers"
"32644","prospects",23,"may"
"32645","prosperity",28,"trickle"
"32646","prostitution",31,"business"
"32647","protect",29,"traditional"
"32648","protecting",25,"rich"
"32649","protection",28,"federal"
"32650","protective",26,"order"
"32651","protein",25,"without"
"32652","protest",23,"march"
"32653","protesters",25,"will"
"32654","proud",21,"leave"
"32655","prove",22,"better"
"32656","proved",25,"decisive"
"32657","proven",25,"anything"
"32658","proves",21,"ryan"
"32659","provide",29,"alternative"
"32660","provided",30,"information"
"32661","providers",22,"st"
"32662","provides",32,"opportunities"
"32663","providing",30,"affordable"
"32664","province",30,"afghanistan"
"32665","proving",23,"worth"
"32666","provision",26,"credit"
"32667","provisional",35,"accreditation"
"32668","provisions",30,"requiring"
"32669","provoke",28,"discussion"
"32670","prying",21,"eyes"
"32671","psal",20,"class"
"32672","psu",23,"president"
"32673","psychiatric",26,"unit"
"32674","public",30,"understanding"
"32675","publications",32,"including"
"32676","publicemployee",31,"unions"
"32677","publicly",28,"auctioned"
"32678","published",28,"american"
"32679","pugh",19,"said"
"32680","pull",22,"victory"
"32681","pulled",26,"hamstring"
"32682","pulling",22,"back"
"32683","pulmonary",28,"embolism"
"32684","pulse",22,"locker"
"32685","pumped",24,"million"
"32686","pumpkin",23,"seeds"
"32687","punch",20,"bowl"
"32688","punishable",26,"years"
"32689","punishing",24,"hits"
"32690","punk",19,"band"
"32691","puppy",20,"mill"
"32692","purchase",27,"required"
"32693","purchased",28,"building"
"32694","purchases",24,"cars"
"32695","purpose",27,"committee"
"32696","purposes",28,"according"
"32697","purse",24,"claiming"
"32698","pursue",24,"options"
"32699","pursuing",27,"strategy"
"32700","push",21,"button"
"32701","pushed",26,"companies"
"32702","pushing",28,"boundaries"
"32703","put",23,"countless"
"32704","putt",20,"final"
"32705","putting",26,"personal"
"32706","pyramid",26,"electric"
"32707","q",19,"started"
"32708","qb",18,"coach"
"32709","quad",21,"cities"
"32710","quake",23,"tsunami"
"32711","qualified",31,"individuals"
"32712","qualities",26,"remain"
"32713","quality",29,"information"
"32714","quarter",27,"consumers"
"32715","quarterback",30,"officers"
"32716","quarterfinals",27,"big"
"32717","quarterly",28,"dividend"
"32718","queen",25,"charlotte"
"32719","queens",21,"west"
"32720","question",30,"constitutes"
"32721","questions",27,"holland"
"32722","quick",22,"review"
"32723","quickly",26,"thankful"
"32724","quid",18,"pro"
"32725","quiet",19,"new"
"32726","quit",18,"two"
"32727","quite",26,"impression"
"32728","r",21,"federated"
"32729","rabatin",22,"said"
"32730","race",24,"ethnicity"
"32731","raced",21,"yards"
"32732","races",21,"state"
"32733","rachel",24,"schwaab"
"32734","racial",25,"epithets"
"32735","racing",23,"career"
"32736","radar",21,"times"
"32737","radiation",28,"exposure"
"32738","radical",27,"islamists"
"32739","radio",25,"broadcast"
"32740","radius",20,"san"
"32741","rafael",22,"perez"
"32742","raided",21,"home"
"32743","raiders",23,"coach"
"32744","rail",21,"bridge"
"32745","rain",23,"expected"
"32746","raines",21,"said"
"32747","rainyday",23,"fund"
"32748","raise",24,"eyebrows"
"32749","raised",25,"eyebrows"
"32750","raising",29,"possibility"
"32751","rallied",21,"tie"
"32752","rally",22,"behind"
"32753","ralph",21,"haver"
"32754","ramirez",21,"rbi"
"32755","ramp",25,"production"
"32756","rams",27,"organization"
"32757","ran",28,"unsuccessfully"
"32758","ranch",21,"pinot"
"32759","randolph",25,"become"
"32760","random",20,"act"
"32761","randy",23,"jackson"
"32762","range",26,"activities"
"32763","ranged",20,"age"
"32764","rangers",24,"future"
"32765","ranging",23,"large"
"32766","rank",17,"th"
"32767","ranked",25,"division"
"32768","rankin",18,"s"
"32769","rankings",27,"released"
"32770","ranks",23,"seventh"
"32771","ransom",23,"center"
"32772","rap",20,"artist"
"32773","rape",19,"case"
"32774","rapid",20,"pace"
"32775","rapper",22,"tupac"
"32776","rare",22,"disease"
"32777","raritan",23,"river"
"32778","rash",19,"will"
"32779","rate",24,"currently"
"32780","rated",21,"among"
"32781","rates",25,"improving"
"32782","rather",24,"running"
"32783","rating",23,"agency"
"32784","ratio",20,"bank"
"32785","ratliff",19,"s"
"32786","ravens",27,"cornerback"
"32787","rawlingsblake",25,"s"
"32788","ray",24,"easterling"
"32789","rb",20,"michael"
"32790","rbi",18,"risp"
"32791","rbis",20,"games"
"32792","rd",21,"saturday"
"32793","reach",22,"career"
"32794","reached",29,"conclusions"
"32795","reaches",25,"degrees"
"32796","reaching",29,"conference"
"32797","reaction",27,"comments"
"32798","read",26,"interesting"
"32799","readers",22,"even"
"32800","reading",25,"article"
"32801","readington",29,"township"
"32802","reads",22,"please"
"32803","ready",25,"something"
"32804","reagan",22,"never"
"32805","real",24,"companies"
"32806","realestate",27,"market"
"32807","realistic",28,"approach"
"32808","reality",26,"american"
"32809","realize",24,"mother"
"32810","realized",25,"really"
"32811","really",30,"uncomfortable"
"32812","realtors",23,"said"
"32813","reason",26,"companies"
"32814","reasonably",27,"decent"
"32815","reasons",22,"just"
"32816","reaume",21,"said"
"32817","rebounding",28,"assists"
"32818","rebounds",26,"rockets"
"32819","recall",25,"movement"
"32820","recalled",24,"first"
"32821","receive",26,"training"
"32822","received",29,"widespread"
"32823","receiver",27,"lavasier"
"32824","receiving",30,"touchdowns"
"32825","recent",26,"recession"
"32826","recently",29,"introduced"
"32827","reception",24,"like"
"32828","recession",32,"unemployment"
"32829","recidivism",25,"rate"
"32830","recipe",22,"using"
"32831","recipes",24,"dishes"
"32832","recital",22,"hall"
"32833","recognition",30,"ceremony"
"32834","recommend",24,"veto"
"32835","recommendations",33,"improve"
"32836","recommends",25,"wine"
"32837","reconstructive",32,"surgery"
"32838","record",26,"different"
"32839","recorded",28,"interview"
"32840","recordings",25,"said"
"32841","records",27,"detailing"
"32842","recovery",23,"just"
"32843","recruit",22,"juco"
"32844","recruited",27,"college"
"32845","recycling",29,"coalition"
"32846","red",22,"tomatoes"
"32847","redefined",24,"role"
"32848","redemption",28,"centers"
"32849","redrawing",28,"district"
"32850","reds",19,"fans"
"32851","redshirt",28,"sophomore"
"32852","redtailed",25,"hawks"
"32853","reduce",25,"pressure"
"32854","reduced",25,"minutes"
"32855","reducing",28,"principal"
"32856","reduction",25,"goals"
"32857","reductions",27,"school"
"32858","reed",22,"council"
"32859","reeder",21,"said"
"32860","reelection",25,"last"
"32861","reeled",22,"seven"
"32862","rees",24,"continued"
"32863","ref",15,"s"
"32864","referendum",27,"senate"
"32865","refining",31,"distribution"
"32866","reflects",23,"cost"
"32867","reform",23,"system"
"32868","reforms",26,"supposed"
"32869","refresher",26,"course"
"32870","refugee",22,"camp"
"32871","refunds",23,"worth"
"32872","refusal",22,"show"
"32873","refuse",21,"talk"
"32874","refused",27,"elaborate"
"32875","refusing",24,"leave"
"32876","regal",21,"turbo"
"32877","regarded",24,"among"
"32878","regarding",25,"death"
"32879","regardless",28,"medical"
"32880","region",22,"chile"
"32881","regional",31,"championship"
"32882","regions",27,"including"
"32883","register",25,"monday"
"32884","registered",31,"investment"
"32885","registration",29,"adults"
"32886","regular",29,"fertilizing"
"32887","regularly",25,"visit"
"32888","regulars",22,"big"
"32889","regulate",24,"heart"
"32890","regulations",30,"prohibit"
"32891","regulator",24,"said"
"32892","regulators",27,"closed"
"32893","regulatory",27,"regime"
"32894","rehab",22,"center"
"32895","rehabilitation",32,"program"
"32896","rehearsal",28,"director"
"32897","rehearsals",25,"info"
"32898","reid",16,"s"
"32899","reigning",26,"olympic"
"32900","rein",23,"spending"
"32901","reiterated",25,"told"
"32902","rejected",27,"proposal"
"32903","related",26,"building"
"32904","relations",30,"foundation"
"32905","relationship",31,"citizens"
"32906","relatively",27,"higher"
"32907","relay",22,"andrew"
"32908","relays",24,"hayward"
"32909","release",24,"amount"
"32910","released",27,"grateful"
"32911","releasing",26,"report"
"32912","reliable",26,"service"
"32913","reliant",25,"stadium"
"32914","relief",23,"people"
"32915","reliever",27,"mitchell"
"32916","religion",23,"must"
"32917","religious",32,"organization"
"32918","reluctant",25,"trade"
"32919","rely",23,"existing"
"32920","rem",19,"sleep"
"32921","remain",28,"significant"
"32922","remained",24,"close"
"32923","remaining",26,"people"
"32924","remains",27,"important"
"32925","remarkable",29,"comeback"
"32926","remax",22,"realty"
"32927","remember",31,"championship"
"32928","remembered",27,"seeing"
"32929","remembers",28,"thinking"
"32930","remind",24,"drivers"
"32931","reminder",21,"us"
"32932","reminders",23,"day"
"32933","remodeling",26,"among"
"32934","remote",25,"isolated"
"32935","remove",22,"allow"
"32936","renewed",21,"end"
"32937","renovated",24,"will"
"32938","rent",22,"utility"
"32939","rented",20,"car"
"32940","renting",22,"room"
"32941","rents",20,"rise"
"32942","reopen",25,"contract"
"32943","reorganization",29,"also"
"32944","rep",21,"richard"
"32945","repairs",29,"maintenance"
"32946","repeat",25,"business"
"32947","repeated",23,"many"
"32948","repeatedly",25,"made"
"32949","replace",26,"outgoing"
"32950","replacing",25,"older"
"32951","replay",21,"will"
"32952","report",26,"scheduled"
"32953","reported",29,"burglaries"
"32954","reporter",24,"wrote"
"32955","reporters",28,"analysts"
"32956","reports",26,"campaign"
"32957","represent",26,"family"
"32958","representative",29,"will"
"32959","representatives",30,"said"
"32960","represented",29,"several"
"32961","representing",30,"percent"
"32962","represents",29,"district"
"32963","republic",26,"yearold"
"32964","republican",32,"frontrunner"
"32965","republicancontrolled",42,"legislature"
"32966","republicans",31,"nominated"
"32967","reputation",25,"kind"
"32968","request",26,"thursday"
"32969","requests",30,"information"
"32970","require",31,"manufacturers"
"32971","required",28,"aftermath"
"32972","requirement",26,"dome"
"32973","requires",29,"government"
"32974","requiring",28,"everyone"
"32975","rescue",26,"spokesman"
"32976","rescued",23,"coast"
"32977","research",28,"education"
"32978","researchers",31,"published"
"32979","reservations",30,"calling"
"32980","reserve",28,"department"
"32981","reserved",32,"undergraduate"
"32982","reserves",27,"fidelity"
"32983","reservesdaily",28,"bofa"
